t                   Vd                  VR                  VC                  VL                  
0.001349922618829   -0.025280818343163  0.286741912364960   -0.468427151441574  7.629484653472900   
0.001350172562525   0.056362926959991   0.288798063993454   -0.302180707454681  3.402222871780396   
0.001350422506221   0.137784332036972   0.289714962244034   -0.134742125868797  -0.838464319705963  
0.001350672449917   0.218662202358246   0.289489001035690   0.033228039741516   -5.075845718383789  
0.001350922393613   0.298677504062653   0.288121074438095   0.201067194342613   -9.293208122253418  
0.001351172337309   0.377514600753784   0.285616546869278   0.368113249540329   -13.473911285400391 
0.001351422281004   0.454862505197525   0.281985342502594   0.533707261085510   -17.601467132568359 
0.001351672224700   0.530416071414948   0.277241736650467   0.697195947170258   -21.659589767456055 
0.001351922168396   0.603877246379852   0.271404504776001   0.857934474945068   -25.632278442382812 
0.001352172112092   0.674956262111664   0.264496594667435   1.015288710594177   -29.503856658935547 
0.001352422055788   0.743372797966003   0.256545305252075   1.168637752532959   -33.259037017822266 
0.001352671999484   0.808856844902039   0.247582003474236   1.317376971244812   -36.883029937744141 
0.001352921943180   0.871150135993958   0.237642019987106   1.460919380187988   -40.361526489257812 
0.001353171886876   0.930006980895996   0.226764574646950   1.598698973655701   -43.680805206298828 
0.001353421830572   0.985195159912109   0.214992612600327   1.730171918869019   -46.827774047851562 
0.001353671774268   1.036496996879578   0.202372521162033   1.854819774627686   -49.790016174316406 
0.001353921717964   1.083709955215454   0.188954114913940   1.972150802612305   -52.555850982666016 
0.001354171661660   1.126648068428040   0.174790307879448   2.081701993942261   -55.114349365234375 
0.001354421605356   1.165141820907593   0.159936994314194   2.183041572570801   -57.455451965332031 
0.001354671549052   1.199039340019226   0.144452750682831   2.275769472122192   -59.569892883300781 
0.001354921492748   1.228206872940063   0.128398671746254   2.359519720077515   -61.449340820312500 
0.001355171436444   1.252529501914978   0.111838072538376   2.433962345123291   -63.086387634277344 
0.001355421380140   1.271911144256592   0.094836287200451   2.498803615570068   -64.474571228027344 
0.001355671323836   1.286275386810303   0.077460393309593   2.553787708282471   -65.608421325683594 
0.001355921267532   1.295565605163574   0.059778928756714   2.598697662353516   -66.483459472656250 
0.001356171211228   1.299745082855225   0.041861638426781   2.633356094360352   -67.096221923828125 
0.001356421154924   1.298797369003296   0.023779205977917   2.657626390457153   -67.444297790527344 
0.001356671098620   1.292726278305054   0.005602967925370   2.671412944793701   -67.526321411132812 
0.001356921042316   1.281555652618408   -0.012595375999808  2.674661636352539   -67.341979980468750 
0.001357170986012   1.265329480171204   -0.030744038522243  2.667359113693237   -66.891975402832031 
0.001357420929708   1.244112014770508   -0.048771422356367  2.649534463882446   -66.178100585937500 
0.001357670873404   1.217986822128296   -0.066606417298317  2.621257781982422   -65.203147888183594 
0.001357920817100   1.187056899070740   -0.084178671240807  2.582641124725342   -63.971000671386719 
0.001358170760795   1.151444315910339   -0.101418852806091  2.533836126327515   -62.486484527587891 
0.001358420704491   1.111289501190186   -0.118258960545063  2.475035667419434   -60.755470275878906 
0.001358670648187   1.066751003265381   -0.134632557630539  2.406471967697144   -58.784797668457031 
0.001358920591883   1.018004417419434   -0.150475054979324  2.328414916992188   -56.582218170166016 
0.001359170535579   0.965241968631744   -0.165723964571953  2.241173028945923   -54.156448364257812 
0.001359420479275   0.908671915531158   -0.180319130420685  2.145089864730835   -51.517021179199219 
0.001359670422971   0.848517358303070   -0.194202974438667  2.040544986724854   -48.674369812011719 
0.001359920366667   0.785015583038330   -0.207320719957352  1.927950382232666   -45.639709472656250 
0.001360170310363   0.718417108058929   -0.219620615243912  1.807750582695007   -42.425022125244141 
0.001360420254059   0.648984670639038   -0.231054142117500  1.680419564247131   -39.042964935302734 
0.001360670197755   0.576992094516754   -0.241576224565506  1.546459555625916   -35.506885528564453 
0.001360920141451   0.502723455429077   -0.251145333051682  1.406399130821228   -31.830745697021484 
0.001361170085147   0.426471680402756   -0.259723722934723  1.260790705680847   -28.029037475585938 
0.001361420028843   0.348537594079971   -0.267277538776398  1.110208868980408   -24.116767883300781 
0.001361669972539   0.269228577613831   -0.273777008056641  0.955247402191162   -20.109355926513672 
0.001361919916235   0.188857540488243   -0.279196470975876  0.796517729759216   -16.022619247436523 
0.001362169859931   0.107741497457027   -0.283514559268951  0.634645938873291   -11.872677803039551 
0.001362419803627   0.026200436055660   -0.286714255809784  0.470270633697510   -7.675899028778076  
0.001362669747323   -0.055443976074457  -0.288782894611359  0.304040193557739   -3.448842525482178  
0.001362919691019   -0.136869683861732  -0.289712339639664  0.136610403656960   0.791817128658295   
0.001363169634715   -0.217755466699600  -0.289498955011368  -0.031358249485493  5.029352664947510   
0.001363419578411   -0.297782242298126  -0.288143545389175  -0.199203193187714  9.247048377990723   
0.001363669522107   -0.376634359359741  -0.285651445388794  -0.366262286901474  13.428261756896973  
0.001363919465803   -0.454000711441040  -0.282032519578934  -0.531876564025879  17.556505203247070  
0.001364169409499   -0.529576182365417  -0.277301043272018  -0.695392608642578  21.615486145019531  
0.001364419353195   -0.603062570095062  -0.271475672721863  -0.856165468692780  25.589197158813477  
0.001364669296890   -0.674170017242432  -0.264579355716705  -1.013560891151428  29.461961746215820  
0.001364919240586   -0.742618024349213  -0.256639361381531  -1.166958093643188  33.218509674072266  
0.001365169184282   -0.808136582374573  -0.247686952352524  -1.315751671791077  36.844001770019531  
0.001365419127978   -0.870467185974121  -0.237757503986359  -1.459354996681213  40.324161529541016  
0.001365669071674   -0.929364085197449  -0.226890131831169  -1.597201347351074  43.645236968994141  
